Symbol,Currency,Name,ISIN,Date,Open,High,Low,Close,Volume,Turnover
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-08,13.49,13.65,13.2,13.31,64900,875135
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-11,13.25,13.26,13.03,13.19,49600,654832
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-12,13.53,13.57,13.1,13.1,120600,1607134
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-13,13.4,13.48,13.31,13.43,35800,478633
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-14,13.43,13.43,13.15,13.15,28900,381393
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-15,13.13,13.15,13.01,13.11,59200,773867
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-18,12.68,12.76,12.62,12.62,26600,337497
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-19,12.72,12.72,12.49,12.56,17700,223851
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-20,12.63,12.7,12.49,12.69,22100,278150
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-21,13.21,13.21,12.86,12.85,15000,195541
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-22,13.11,13.11,12.98,13.07,7200,93647
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-25,12.94,13.15,12.94,13.12,47200,616622
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-26,12.7,12.92,12.6,12.61,29900,380637
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-27,12.66,12.91,12.66,12.7,43800,563554
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-28,12.64,12.65,12.46,12.56,10600,132748
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-08-29,12.55,12.63,12.49,12.54,24800,310561
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-01,12.07,12.07,11.62,11.63,32200,377977
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-02,12.13,12.22,12.13,12.1,16100,196334
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-03,12.1,12.38,12.1,12.31,7600,93343
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-04,12.45,12.61,12.37,12.38,8900,110242
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-05,12.4,12.42,12.38,12.38,3300,40875
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-08,12.7,12.7,12.42,12.53,26300,329318
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-09,12.6,12.95,12.6,12.95,42700,546365
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-10,13.37,13.62,13.36,13.46,182200,2444767
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-11,13.5,13.58,13.18,13.58,175100,2356423
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-12,14.2,14.51,14.2,14.46,155400,2236437
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-15,15.0,15.0,14.62,14.63,197500,2915389
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-16,15.27,15.95,15.25,15.8,162000,2537862
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-17,15.22,15.55,15.01,15.33,60200,919737
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-18,16.1,16.35,15.98,16.21,44600,719459
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-19,16.21,16.21,16.0,16.0,21200,340517
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-22,17.51,17.74,17.29,17.37,241900,4216760
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-23,17.57,18.02,17.57,18.02,82100,1464097
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-24,18.03,18.28,17.47,18.22,166000,2955204
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-25,18.49,18.49,18.22,18.51,13500,247818
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-26,18.5,18.5,16.9,17.26,190800,3287337
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-29,18.09,18.1,17.9,17.93,43000,774484
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-09-30,17.93,18.01,17.3,17.34,77500,1364631
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-02,18.95,20.24,18.95,20.1,194800,3917541
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-03,20.1,23.0,20.1,20.28,92800,1927394
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-06,20.58,20.8,20.46,20.5,194500,4000128
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-08,20.5,21.14,20.3,20.56,85000,1755982
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-09,21.0,22.2,20.68,22.12,573300,12124156
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-10,22.52,23.5,21.46,22.1,713500,15615878
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-13,20.14,21.98,20.14,21.58,201500,4246966
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-14,21.96,21.96,20.2,20.7,321600,6843374
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-15,20.7,22.48,20.7,22.42,213200,4723230
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-16,22.34,23.66,22.34,23.2,234800,5502424
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-17,23.2,24.76,22.88,23.2,595100,13975536
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-20,23.52,24.0,22.94,23.7,162000,3790576
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-21,24.5,24.5,23.24,23.24,270800,6491990
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-22,23.24,23.92,22.82,23.92,78100,1816200
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-23,23.92,23.92,22.72,22.94,219900,5131526
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-24,23.7,24.22,23.5,24.12,373500,8959178
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-27,25.24,25.74,25.04,25.6,658400,16848842
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-28,25.6,25.6,24.02,24.46,468100,11380384
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-30,26.76,27.22,26.0,26.56,1029400,27320972
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-10-31,26.66,28.9,26.62,28.2,718100,20038988
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-03,29.58,30.56,29.04,30.34,1633000,48961084
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-04,30.32,30.32,26.54,26.82,1396700,39040353
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-05,24.2,25.5,22.48,24.66,1273900,30428039
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-06,24.66,24.72,23.78,23.88,1419800,34518816
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-07,23.88,23.88,22.5,23.3,964300,22287040
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-10,25.5,25.5,23.8,25.1,1719600,42079366
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-11,28.0,28.1,25.2,26.44,2600600,69353476
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-12,26.66,26.66,25.4,25.96,1363403,35299521
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-13,25.96,26.36,25.08,25.14,1444400,36716450
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-14,23.54,23.8,22.28,22.48,1302700,29957516
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-17,24.0,24.4,23.9,24.4,364100,8782562
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-18,23.84,23.84,22.56,22.78,601800,13947874
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-19,22.78,23.7,21.0,22.4,401500,8928080
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-20,23.7,25.04,23.7,23.98,794800,19344030
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-21,20.66,21.76,20.66,21.08,1028200,21853147
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-24,23.0,23.22,21.86,22.28,403000,9129536
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-25,23.5,23.5,22.58,23.2,613000,14185854
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-26,23.5,25.0,23.5,24.96,625100,15300018
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-27,25.58,26.28,25.04,25.48,649600,16492858
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-11-28,25.48,25.48,23.94,24.8,460800,11239014
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-01,24.7,24.7,23.54,23.72,400200,9565206
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-02,24.8,25.2,24.6,25.06,272300,6800074
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-03,25.5,26.38,25.5,25.92,565400,14607120
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-04,25.92,26.04,25.06,25.96,268100,6858582
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-05,26.64,27.5,26.64,27.24,574000,15497142
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-08,27.8,28.6,27.52,28.14,740900,20817302
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-09,28.14,28.14,27.04,27.48,420500,11523210
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-10,27.4,27.86,26.22,27.7,794700,21539538
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-11,28.0,28.2,26.8,27.0,419800,11397420
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-12,27.5,27.68,26.86,27.62,244300,6674046
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-15,27.0,27.0,25.52,25.68,236040,6099976
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-16,25.68,25.68,24.4,24.5,271900,6731844
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-17,24.5,26.96,24.5,26.8,339000,8884978
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-18,26.3,27.08,25.76,27.06,486700,12904618
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-19,27.04,27.18,26.24,26.62,1082100,28837538
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-22,27.7,28.4,27.7,28.4,453900,12767532
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-23,28.8,29.24,28.58,28.8,355400,10285210
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-24,28.98,28.98,28.7,28.72,115500,3321102
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-29,32.94,33.2,32.28,32.98,897103,29398843
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-30,34.0,34.06,33.16,33.44,482300,16253558
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2025-12-31,33.44,33.58,33.18,33.5,183100,6114190
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-02,35.0,38.14,35.0,38.12,1329400,48102132
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-05,41.18,44.24,41.18,44.24,1621400,69414734
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-06,41.22,44.7,41.18,44.58,3290080,142904486
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-07,46.36,46.78,43.74,45.22,3697640,169014495
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-08,46.0,47.18,43.96,44.46,2546600,116069471
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-09,42.3,45.16,42.26,44.4,1577300,69109274
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-12,45.08,45.38,42.62,43.98,1900600,84714736
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-13,44.02,44.02,42.56,43.2,1088400,46935010
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-14,43.92,44.78,43.5,44.62,726200,32090968
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-15,45.0,47.56,44.3,47.36,2309600,106465454
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-16,50.04,51.28,49.46,51.26,1750000,88387518
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-19,50.9,51.42,49.8,50.54,3769300,190132508
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-20,48.0,49.58,47.2,47.2,2673000,128630920
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-21,50.42,50.76,48.34,50.7,2455300,122377818
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-22,53.9,54.92,51.42,53.18,4097100,221212217
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-23,54.08,54.6,50.7,52.8,3321400,174864354
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-26,52.88,53.16,51.8,52.66,3476300,182086332
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-27,53.24,58.06,53.14,57.62,4574100,253793276
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-28,60.0,62.64,57.82,62.64,6191076,366900473
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-29,56.56,59.68,56.56,58.54,5934715,345083288
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-01-30,61.9,62.22,58.04,58.28,6685205,398743632
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-02,56.18,56.2,49.74,51.44,8827576,465811572
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-03,58.0,62.66,56.38,61.4,5137565,303947746
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-04,59.6,63.7,59.6,63.2,2634184,163754132
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-05,60.14,60.14,55.4,57.34,5750925,329315376
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-06,51.9,56.6,51.32,55.1,7479855,405171964
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-09,60.96,61.84,60.0,60.86,3956800,241513896
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-10,61.38,61.48,60.28,60.82,2786820,170199452
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-11,60.38,62.36,59.92,61.62,2301800,140840946
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-12,66.76,71.0,66.52,70.5,3969950,274601148
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-13,71.4,74.12,70.3,72.2,2784165,199708231
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-16,72.24,75.78,71.28,75.6,1927751,143970908
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-20,79.2,79.78,77.5,79.68,5343085,419769689
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-23,82.54,83.04,78.82,81.64,3864370,313723609
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-24,82.56,88.38,82.56,88.28,5092172,438120087
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-25,89.1,92.58,89.1,91.56,6331183,573475727
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-26,99.5,106.15,97.22,106.0,7061048,713029544
7747.HK,HKD,CSOP Samsung Electronics Daily (2x) Leveraged Product,HK0001121349,2026-02-27,99.5,107.55,97.04,104.6,10214846,1037282168
